cl,cd
0.0016959798994974906,0.016803166803166777
0.03833752093802348,0.01703066703066701
0.06974455611390293,0.01703066703066701
0.10376884422110558,0.017144417144417126
0.1417190117252932,0.01748566748566746
0.17443467336683424,0.01805441805441803
0.20453308207705204,0.018509418509418493
0.23855737018425469,0.01930566930566928
0.2673471524288108,0.02021567021567018
0.30006281407035185,0.021125671125671097
0.3275439698492463,0.02214942214942213
0.35109924623115585,0.023173173173173148
0.3759631490787271,0.024083174083174064
0.4008270519262983,0.025334425334425315
0.4296168341708544,0.026813176813176798
0.45055485762144065,0.02806442806442805
0.4728015075376887,0.029543179543179518
0.49112227805695163,0.03079443079443077
0.5081344221105528,0.032159432159432136
0.5251465661641542,0.03363818363818362
0.5434673366834172,0.035344435344435335
0.5552449748743721,0.036823186823186804
0.5696398659966502,0.03830193830193829
0.5827261306532665,0.03978068978068976
0.5931951423785596,0.040918190918190905
0.6023555276381912,0.042169442169442156
0.6128245393634842,0.04398944398944396
0.624602177554439,0.045468195468195444
0.6376884422110554,0.04774319774319773
0.6494660804020103,0.04990444990444988
0.6586264656616417,0.05183820183820183
0.6586264656616417,0.05183820183820183
0.6704041038525964,0.053885703885703864
0.6808731155778897,0.05593320593320592
0.6874162479061978,0.057184457184457166
0.6939593802345061,0.05889070889070888
0.7005025125628144,0.06025571025571024
0.7096628978224457,0.061961961961961944
0.716206030150754,0.06366821366821365
