cl,cd
-0.004522613065326642,0.048697788697788694
0.024874371859296474,0.04909090909090909
0.05427135678391956,0.04968058968058968
0.08366834170854273,0.05046683046683047
0.11758793969849243,0.05144963144963145
0.14472361809045228,0.05243243243243243
0.17185929648241202,0.053611793611793614
0.19447236180904523,0.05479115479115479
0.22386934673366835,0.05616707616707616
0.25100502512562817,0.057936117936117935
0.2758793969849246,0.05931203931203931
0.2962311557788945,0.06108108108108108
0.31884422110552757,0.06265356265356264
0.3414572864321608,0.06422604422604422
0.3663316582914573,0.06638820638820639
0.3912060301507537,0.06855036855036856
0.4092964824120603,0.07051597051597053
0.42964824120603007,0.07248157248157247
0.4454773869346733,0.07425061425061424
0.45904522613065324,0.07582309582309582
0.47035175879396984,0.077002457002457
0.48165829145728645,0.07857493857493858
0.4974874371859296,0.08093366093366094
0.5155778894472361,0.08368550368550369
0.5314070351758794,0.08643734643734644
