cl,cd
-0.004522613065326642,0.038476658476658473
0.01809045226130654,0.038476658476658473
0.04296482412060301,0.03867321867321867
0.07462311557788945,0.039066339066339065
0.0972361809045226,0.03945945945945946
0.1243718592964824,0.04004914004914005
0.14924623115577887,0.040442260442260444
0.18090452261306536,0.041425061425061416
0.21030150753768848,0.0424078624078624
0.23291457286432157,0.043390663390663387
0.257788944723618,0.04457002457002457
0.2804020100502512,0.045945945945945935
0.3075376884422111,0.04771498771498771
0.32788944723618096,0.04909090909090909
0.34824120603015074,0.05085995085995086
0.3640703517587939,0.05203931203931203
0.3776381909547739,0.053611793611793614
0.39346733668341705,0.054987714987714986
0.40703517587939697,0.056560196560196556
0.4251256281407034,0.05832923832923832
0.4432160804020101,0.06049140049140049
0.45904522613065324,0.06285012285012284
0.4748743718592965,0.06461916461916462
0.4884422110552764,0.06678132678132678
0.499748743718593,0.06855036855036856
0.5110552763819096,0.07071253071253071
0.5201005025125628,0.07248157248157247
0.5291457286432161,0.07405405405405405
0.5381909547738694,0.07601965601965602
0.5472361809045226,0.07818181818181819
0.5585427135678392,0.08014742014742016
