cl,cd
-0.001444723618090421,0.016461916461916443
0.03781407035175882,0.016461916461916443
0.07393216080402013,0.016598416598416585
0.1131909547738694,0.017007917007916984
0.15244974874371867,0.017280917280917255
0.18699748743718594,0.01769041769041768
0.21683417085427145,0.01823641823641821
0.24824120603015085,0.01864591864591862
0.27179648241206045,0.01932841932841932
0.31105527638190966,0.020283920283920273
0.34246231155778906,0.021512421512421498
0.37386934673366845,0.022467922467922452
0.40998743718592967,0.023969423969423947
0.43668341708542724,0.025470925470925457
0.46180904522613075,0.02642642642642641
0.4775125628140704,0.027791427791427778
0.5057788944723619,0.029429429429429402
0.5261934673366835,0.03120393120393118
0.5466080402010052,0.03243243243243242
0.5623115577889449,0.033387933387933375
0.5795854271356785,0.03475293475293474
0.5968592964824122,0.035981435981435966
0.6204145728643217,0.03802893802893802
0.6392587939698494,0.039393939393939384
0.6549623115577891,0.04103194103194102
0.6769472361809046,0.0428064428064428
0.6989321608040202,0.04499044499044498
0.7130653266331659,0.04662844662844662
0.7287688442211057,0.048266448266448256
0.7444723618090453,0.050040950040950036
0.760175879396985,0.0518154518154518
0.7821608040201007,0.054408954408954394
0.8010050251256283,0.05686595686595686
0.816708542713568,0.05904995904995904
0.8339824120603018,0.06109746109746109
0.8481155778894475,0.06314496314496314
0.8638190954773871,0.06532896532896532
0.8795226130653268,0.06737646737646737
0.8795226130653268,0.06737646737646737
0.8920854271356785,0.06942396942396942
0.9109296482412063,0.07215397215397215
0.925062814070352,0.0746109746109746
0.9391959798994977,0.07665847665847665
0.9486180904522615,0.0787059787059787
0.9596105527638193,0.08075348075348075
0.975314070351759,0.0832104832104832
0.9847361809045229,0.08512148512148512
0.9941582914572867,0.08716898716898716
