cl,cd
0,0.021769041769041764
0.03618090452261308,0.021769041769041764
0.07462311557788945,0.021965601965601975
0.11532663316582911,0.022358722358722355
0.1515075376884422,0.02275184275184275
0.18768844221105527,0.023734643734643734
0.22386934673366835,0.025110565110565114
0.26005025125628145,0.02648648648648648
0.2871859296482412,0.027665847665847662
0.31432160804020093,0.029434889434889436
0.33919597989949746,0.030614250614250618
0.3663316582914573,0.032579852579852575
0.3979899497487437,0.03533169533169532
0.42738693467336686,0.03788697788697788
0.4454773869346733,0.04004914004914005
0.4635678391959799,0.04181818181818181
0.4793969849246231,0.044176904176904175
0.49522613065326626,0.046142506142506146
0.5087939698492462,0.0485012285012285
0.5223618090452262,0.05046683046683047
0.5336683417085426,0.05321867321867322
0.5449748743718592,0.055773955773955775
0.5562814070351758,0.05813267813267813
0.5675879396984924,0.06049140049140049
0.5766331658291457,0.06304668304668304
0.585678391959799,0.0656019656019656
0.5947236180904522,0.06737100737100737
0.6037688442211055,0.06972972972972973
0.6105527638190955,0.07228501228501229
