cl,cd
-0.001444723618090421,0.016461916461916443
0.025251256281407064,0.016598416598416585
0.05194723618090455,0.016598416598416585
0.080213567839196,0.016734916734916727
0.11633165829145733,0.01687141687141684
0.15244974874371867,0.017144417144417126
0.18385678391959806,0.01769041769041768
0.20898241206030158,0.01823641823641821
0.24510050251256285,0.018509418509418493
0.28907035175879403,0.019601419601419576
0.3157663316582915,0.0204204204204204
0.3471733668341709,0.021512421512421498
0.37701005025125633,0.022740922740922723
0.4037060301507538,0.023832923832923805
0.4319723618090453,0.025197925197925172
0.4555276381909549,0.02642642642642641
0.47280150753768846,0.027381927381927365
0.49321608040201015,0.02847392847392846
0.5104899497487438,0.029702429702429686
0.5277638190954775,0.03120393120393118
0.5450376884422112,0.03284193284193283
0.5654522613065327,0.03461643461643461
0.5890075376884423,0.03666393666393665
0.606281407035176,0.03843843843843843
0.6251256281407037,0.04034944034944034
0.6392587939698494,0.041987441987441976
0.658103015075377,0.04417144417144417
0.6785175879396985,0.04662844662844662
0.6989321608040202,0.04935844935844935
0.71463567839196,0.0518154518154518
0.7319095477386937,0.05413595413595413
0.7476130653266333,0.05604695604695603
0.761746231155779,0.058503958503958495
0.7790201005025127,0.06096096096096095
0.7931532663316584,0.06328146328146328
0.808856783919598,0.06587496587496586
0.8245603015075379,0.06846846846846846
0.8355527638190957,0.07065247065247064
0.8481155778894475,0.07283647283647282
0.8575376884422111,0.0746109746109746
0.866959798994975,0.07638547638547638
0.8763819095477389,0.07829647829647829
0.8858040201005025,0.0802074802074802
